imdbID,long imdb title,cast,genres,runtimes,country codes,language codes,year,director,rating,votes,companies,full-size cover url,plot
0105156,Poison Ivy (1992),0004960 0000106 0000643 0001440 0830711 0757140 0601149 0704523 0000138 0325951,drama thriller,93,us,en,1992,0002240,5.4,19473,0046718 0043944,https://m.media-amazon.com/images/M/MV5BZTgzNTZhODktZjE4Ny00ZDIwLWE3NjEtOTVmMWM0Nzc5YzZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,seductive teen introverted high school student way lives wealthy family
2784512,Zombeavers (2014),1560493 2186682 4885949 2938448 1621032 3748253 0513010 0109785 0441820 0769793,comedy horror,77,us,en,2014,1140290,4.8,19469,0368217 0044439 0043688,https://m.media-amazon.com/images/M/MV5BNTMzMzc4ODc1M15BMl5BanBnXkFtZTgwMTM0MTgxMTE@.jpg,fun weekend madness horror bunch groupies fun beaver swamp
0076257,The Kentucky Fried Movie (1977),0426973 0434675 0001878 0325843 0429925 0497334 0737193 0575393 0219336 0539280,comedy,83,us,en ko,1977,0000484,6.4,19462,0163936 0847929,https://m.media-amazon.com/images/M/MV5BOGRjZTJiMjYtNjkyZS00NTgwLWI3ODAtMDRlODdkMjQ2YjY3XkEyXkFqcGdeQXVyNjE5MjUyOTM@.jpg,series short irreverent tasteless skits
4882376,First They Killed My Father (2017),8801745 6232988 4735517 9272829 9272830 9272831 9272832 9272833 9272834 9272835,biography drama history war,136,kh us,km en fr,2017,0001401,7.2,19461,0144901 0270171 0549600,https://m.media-amazon.com/images/M/MV5BMTgzOTQ1NDUwOF5BMl5BanBnXkFtZTgwNjAwNTkwMzI@.jpg,Cambodian author human rights activist Loung Ung horrors child rule deadly Khmer Rouge
0116324,Flirting with Disaster (1996),0001774 0000099 0000495 0001546 0001719 0000257 0005499 0420955 0000982 0922927,comedy,92,us,en,1996,0751102,6.7,19459,0022594,https://m.media-amazon.com/images/M/MV5BZWU5ZmIwMzktZjNmMy00Y2U3LTg4ZDctMjI4OWVlM2UwYjE0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg,young man wife incompetent case worker travel country birth parents
0095088,Elvira: Mistress of the Dark (1988),0747933 0330380 0005308 0293346 0534134 0601159 0147946 0572370 0842033 0941134,comedy horror,96,us,en,1988,0797526,6.5,19456,0065874 0064409 0100796 0056917,https://m.media-amazon.com/images/M/MV5BMTFhZDExM2MtYmM1YS00ZTlkLTg4ZWEtYTU1MzVmOGI5MGI4XkEyXkFqcGdeQXVyMTI1Mzg0ODA5.jpg,small town rundown mansion famous horror hostess evil uncle townspeople stake
2245003,Miss You Already (2015),0000106 1568411 0001057 6841174 1176400 5663632 6834708 6143310 0000302 5994128,comedy drama romance,112,gb,en,2015,0362566,6.8,19454,0104822 0910118 0477751 0235242,https://m.media-amazon.com/images/M/MV5BMjQzNDE1OTM5M15BMl5BanBnXkFtZTgwMTQwMTAwNzE@.jpg,friendship life-long girlfriends test one family falls
1798632,Firestarter (2022),1374980 8740834 5517526 0340729 0005349 0001748 0064040 3680716 4877630 13651261,drama horror sci-fi thriller,94,us,en,2022,8928699,4.6,19431,0098315 0594078 0654668 0005073 0093488,https://m.media-amazon.com/images/M/MV5BMWIzNzA4MmUtYTIzNy00Y2Q5LWIyM2YtZGRiYzM0ZWQzOTU2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,young girl tries power things fire mind
2183034,Earth to Echo (2014),5128387 4702342 3419119 4125403 0337020 4861346 1829813 0504183 0641747 1032782,adventure family sci-fi,91,us,en,2014,1757777,5.7,19430,0142678 0282368,https://m.media-amazon.com/images/M/MV5BMjEwMzA5Nzk2Ml5BMl5BanBnXkFtZTgwMDM2NzE4MTE@.jpg,bizarre series encrypted messages group kids embark adventure alien help
0896534,Deadgirl (2008),2057036 0781913 2127038 2164512 2765991 2289126 1289173 0100889 0333702 1272161,horror,101,us,en,2008,1306443 0362847,5.5,19421,0551714 0192859,https://m.media-amazon.com/images/M/MV5BY2FlZjM0MWQtZGY0Ni00MmJlLThmYmItY2NkZjk4ZjM1M2RiXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,high school boys imprisoned woman abandoned mental asylum
2249221,Zulu (2013),0089217 0001845 2883828 4125416 1723148 0074566 6570548 0529300 5521659 2117238,action crime drama thriller,110,fr za,xh zu en af,2013,1362432,6.7,19418,0030029 0022869 0457992 0069340 0028557 0346444 0037417 0231204,https://m.media-amazon.com/images/M/MV5BMjA0NjE1OTI0M15BMl5BanBnXkFtZTgwMDkyNTM3MDE@.jpg,Policemen Ali Sokhela Brian Epkeen brutal murder young white woman availability new illegal drug disappearance black street children
0023649,Vampyr (1932),0922170 0776914 0541675 0773525 0383188 0350797 0105331 0044744 0602285 3638210,fantasy horror,75,de fr,de,1932,0003433,7.4,19417,0041119,https://m.media-amazon.com/images/M/MV5BMGQxYzdjZWEtM2U3Zi00Y2YxLWI3YzQtM2E4NDFjNGEyMzc5XkEyXkFqcGdeQXVyODU1OTc0MzI@.jpg,drifter supernatural stumbles inn ill adolescent girl vampire
0095897,The Presidio (1988),0000125 0001319 0000212 0912001 0089685 0321630 0001280 0570793 0129883 0228277,action crime mystery thriller,97,us,en,1988,0001382,5.9,19399,0023400,https://m.media-amazon.com/images/M/MV5BNTAyNTU1ZjMtMmU2NC00YjQ4LTk5ODUtMzVkZjU0Y2M0YTJmXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,San Francisco civilian police detective series murders former enemy officer daughter
3520418,We Are Still Here (2015),2426419 0186225 0275244 0547273 0548449 0316808 4276526 5367114 2173693 2233462,horror mystery,84,us,en,2015,0313295,5.7,19398,0308847 0152321,https://m.media-amazon.com/images/M/MV5BMjQwMzgzMjczOV5BMl5BanBnXkFtZTgwNDk2MTUxNTE@.jpg,cold wintery fields New England old house thirty years sacrifice
4103724,Forever My Girl (2018),1025139 1557329 5338858 0005505 1186775 0897005 0387432 4742065 0382632 5054978,comedy drama music romance,108,us,en,2018,0039192,6.6,19398,0192696,https://m.media-amazon.com/images/M/MV5BMTAzOTczNGUtY2VkNC00YzNiLWFhYjUtMjEzYTViYmEzODVhXkEyXkFqcGdeQXVyNTA3MTU2MjE@.jpg,decade country star home love
0098577,Vampire's Kiss (1988),0000115 0000744 0000884 0039051 0501435 0525439 0526649 0907892 0504007 0461545,comedy crime fantasy horror,103,us,en de,1988,0081590,6.1,19391,0056805 0043710,https://m.media-amazon.com/images/M/MV5BMTM1MDAyMDYxMV5BMl5BanBnXkFtZTcwNDQwMzc3NA@@.jpg,encounter neck-biter publishing executive vampire
0920458,Flame & Citron (2008),0511892 0586568 0826565 0616910 0499601 0075321 0957193 0960313 0256953 0586565,action drama history romance thriller war,130,dk de no fr se fi cz,da de,2008,0535234,7.2,19387,0018704 0064001 0276908 0053177 0321003 0037782 0033612 0029562 0111566 0321012,https://m.media-amazon.com/images/M/MV5BMTk4MTI5MjI1NF5BMl5BanBnXkFtZTcwMDk0NTY3MQ@@.jpg,drama fighters Holger Danske World War II resistance group
0110081,To Live (1994),0311212 0000084 0069994 0422640 0270497 0849919 0862516 0399079 0515049 0196433,drama war,133,hk cn,cmn,1994,0955443,8.3,19385,0318670 0060835,https://m.media-amazon.com/images/M/MV5BOGU0OGY2NWItNDA0MC00NmRjLWI4YWQtMTUyNWJmM2RmYjA4XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@.jpg,Fugui Jiazhen personal fortunes family survive difficult cultural changes China
0083169,Taps (1981),0001715 0000459 0001074 0000576 0000129 2979545 0359577 0623117 0888345 0002064,drama,126,us,en,1981,0000887,6.7,19384,0174362 0000756,https://m.media-amazon.com/images/M/MV5BNjJmOGJkZDEtNzAwZC00YmFjLTliZGYtZDQ5MzEzOWNiMDkxXkEyXkFqcGdeQXVyNDkzNTM2ODg@.jpg,Military cadets extreme measures future academy existence local condo developers
3210686,Son of God (2014),0604430 0382854 0771621 0787430 0460517 3798784 0475336 1788798 1257280 2362244,biography drama history,138,us,en he,2014,0817895,5.7,19380,0046031 0315861 0396776 0006296 0044891,https://m.media-amazon.com/images/M/MV5BMjA3NjQ2ODYwN15BMl5BanBnXkFtZTgwNTQ0NDc2MDE@.jpg,life story Jesus humble birth teachings crucifixion ultimate resurrection
0046487,Monsieur Hulot's Holiday (1953),0004244 0664339 0738300 0131301 0296996 0932787 0350805 2870517 0239379 0137287,comedy,114,fr,fr en de,1953,0004244,7.3,19380,0251012 0062742 0027344,https://m.media-amazon.com/images/M/MV5BOGZkOTgzNmQtZjU3YS00OGRlLTk1MDgtNTdhMjBkMDM0YjAxXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,Monsieur Hulot beachside hotel vacation havoc
0116731,The Juror (1996),0000193 0000285 0330687 0001254 0001080 0000162 0516215 0176073 0002023 0839881,crime drama thriller,118,us,en es,1996,0001270,5.7,19377,0050868,https://m.media-amazon.com/images/M/MV5BYWZlNGEzNjUtZGRiZi00ZWMxLWJiMjAtN2E1OWI3MTM4MjdjXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,juror Mafia trial jurors guilty obsessive mob enforcer
0051411,The Big Country (1958),0000060 0001739 0004647 0000032 0412322 0001948 0066166 0168035 0371719 0103584,drama romance western,166,us,en es,1958,0943758,7.9,19376,0064565 0076083,https://m.media-amazon.com/images/M/MV5BNDAwMTViNWEtNmQ0ZC00NGJmLWJjYWMtMGYxMTYxY2Y0Y2MzXkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg,New England sea captain arrives fiancée Texas ranch feud families valuable patch land
0062376,"To Sir, with Love (1967)",0001627 0730938 0002096 0447648 0068029 0001933 0111623 0746151 0158348 0692883,drama,105,gb,en,1967,0165412,7.6,19371,0050868 0103416,https://m.media-amazon.com/images/M/MV5BMTE1NmU5NjctNGQ3Yy00MWYzLWEzOTUtZmE2N2NmOTEwODE4XkEyXkFqcGdeQXVyMzU4Nzk4MDI@.jpg,Idealistic engineer-trainee experiences group rambunctious white high school students slums London East End
11540284,8-Bit Christmas (2021),9121761 0000439 0001872 2053085 12425009 9045339 8399408 8702088 11731634 9402927,comedy family,97,us,en,2021,0236226,6.7,19371,0002663 0046718 0306981,https://m.media-amazon.com/images/M/MV5BNDFkMDMxN2MtOThlZi00OWExLWFlMGMtYzI3NjhhNzFlODkzXkEyXkFqcGdeQXVyMTM1MTE1NDMx.jpg,Chicago 10-year-old sets quest Christmas gift generation latest greatest video-game system
0039190,The Bishop's Wife (1947),0000026 0949835 0000057 0941253 0322299 0178066 0006471 0352774 0342216 0904446,comedy drama fantasy romance,109,us,en fr,1947,0467396,7.6,19369,0016710,https://m.media-amazon.com/images/M/MV5BNjU4ZTEwY2UtMDg2OS00YTgxLTlkZTQtY2M1ZGM1YTc0NWFmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@.jpg,debonair angel Episcopalian bishop wife quest money new church
0124901,Thursday (1998),0005048 0001173 0005320 0001457 0005191 0005052 0687625 0000620 0363011 0929780,action comedy crime drama mystery thriller,87,us,en,1998,0940790,7.1,19360,0030612 0058765,https://m.media-amazon.com/images/M/MV5BMmQwMWVkNDEtMTRmMi00OTA3LWEzYjUtODE1NDQ2OWU0NDk5XkEyXkFqcGdeQXVyMTA0MTM5NjI2.jpg,former L.A. drug dealer Houston new life married architect Everything former cohorts heroin
0470055,Open Water 2: Adrift (2006),0006721 0817620 0486174 0385029 0724460 0199312 0704646 2065370 1104931 0002530,adventure drama horror thriller,95,de us,en fr,2006,0394841,5.2,19360,0108698 0182324 0021661 0048181 0046206,https://m.media-amazon.com/images/M/MV5BNDRkZjBmZDAtYmQ5Zi00MWQ3LWE3N2ItM2YwNTI4ZTQ5OWNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,group friends ladder boat surrounding waters struggle
7832124,Muslum (2018),1731801 1754373 1742715 0133448 4068350 4275268 8885149 2460926 2181405 1078045,biography drama music romance,136,tr,tr,2018,3773770 8631915,7.6,19359,0227530,https://m.media-amazon.com/images/M/MV5BNWEzZmFjOWMtNjZmNS00ODY2LTg3NjctOTc4MjI2NzA4MmZmXkEyXkFqcGdeQXVyMTYzMDkwNjg@.jpg,biopic turkish vocal artist Müslüm Gürses drama childhood life
5563324,Intrusion (2021),2951768 1334869 0121559 8244422 2075924 2510392 0803390 7595066 5310034 7240335,action drama mystery thriller,92,us,en,2021,1270069,5.3,19354,0528272 0825298 0223721 0380492 0014629,https://m.media-amazon.com/images/M/MV5BZTU2ZmFhZjktODFkMS00YTMyLTg2OTktMzY3Y2NkZGEwNDU1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,woman small town husband home invasion
0155711,Flawless (1999),0000134 0000450 0587944 0061777 0837175 0378880 0071342 0178377 0168262 0748189,crime drama,112,us,en,1999,0001708,6.4,19339,0063961,https://m.media-amazon.com/images/M/MV5BOTJlMGU2YjgtOTQzNS00ODNmLTg4OTEtM2Y5NDE3MTNjMjNlXkEyXkFqcGdeQXVyMTQ4NDY5OTc@.jpg,ultraconservative security guard stroke rehabilitative program lessons drag queen next door
1821641,The Congress (2013),0000705 0000172 3774109 0358316 2240346 0396812 1221863 0316079 1476359 0179228,animation drama sci-fi,122,il de pl lu be fr us in,en,2013,0284369,6.4,19328,0232356 0052813 0054609 0016812 0001178 0061958 0050869 0340681 0043688 0441383,https://m.media-amazon.com/images/M/MV5BMjE5MTUzNDk3M15BMl5BanBnXkFtZTgwMTUwNTQ5MTE@.jpg,aging out-of-work actress last job consequences decision affect ways
0113677,Living in Oblivion (1995),0000114 0001416 0000551 0903272 0001457 0551710 0227759 0180984 0318524 0927847,comedy drama,90,us,en,1995,0001139,7.5,19314,0066819 0001698,https://m.media-amazon.com/images/M/MV5BN2U2MDdjZjUtMGU1Ni00MzlkLTllZWQtZmJjNzJmYjE5YjAxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@.jpg,ultimate tribute independent filmmakers place day set non-budget movie
14369780,Lady Chatterley's Lover (2022),10128408 1925239 9714167 0000613 3849670 4457775 0112390 13068074 2051261 0751257,drama romance,126,gb us,en,2022,0166438,6.6,19314,0773461 0010002 0144901,https://m.media-amazon.com/images/M/MV5BMGQwYjY1YWUtN2FjMS00MzYxLWEyNDYtYzdlZWJhZTI5M2NhXkEyXkFqcGdeQXVyMTQ4NjQyMzE@.jpg,unhappily married aristocrat torrid affair gamekeeper husband country estate
0070698,Sisters (1972),0452288 0759022 0001164 0278073 0933769 0400464 0202629 0842248 0172178 1501542,horror mystery thriller,93,us,en fr,1972,0000361,6.9,19308,0783026,https://m.media-amazon.com/images/M/MV5BMDljZDliM2YtMjNlMS00ZjY2LWFjNjctMDU5ZmU0NjhhZjk0XkEyXkFqcGdeQXVyMjI4MjA5MzA@.jpg,small-time reporter tries police murder apartment
0291579,"He Loves Me, He Loves Me Not (2002)",0851582 0494078 0141140 0347069 0796316 0622769 0767710 0897493 1124061 0162289,romance thriller,92,fr,fr,2002,0172989,7.1,19302,0032782 0079764 0024389 0031064 0089346,https://m.media-amazon.com/images/M/MV5BMjE0NzcwMjM4Ml5BMl5BanBnXkFtZTcwMjgyMjEyMQ@@.jpg,young woman love married doctor dangerous attempts wife unsuccessful things point view real situation clear
0103285,Once Upon a Time in China (1991),0001472 0950707 0263851 0156484 0155587 0950736 0945188 0490614 0943138 1242526,action adventure drama history,134,hk,yue en fr,1991,0007139,7.2,19299,0015592 0000295 0069083,https://m.media-amazon.com/images/M/MV5BMzdiNGZiMDAtMmZmYS00ODhhLTlmMDktOWM1N2JlOTdkZjZmXkEyXkFqcGdeQXVyNzI1NzMxNzM@.jpg,Legendary martial arts hero Wong Fei-Hung fights foreign forces plundering China Aunt Yee America Wong Fei-Hung role protector
4131496,The Vanishing (2018),0611932 0124930 4104849 0507207 8874222 0238636 1201131 0540038 0959963 5953154,drama mystery thriller,107,gb,en sv,2018,0638679,5.9,19293,0468830 0285648 0332840 0121295 0633469 0362154,https://m.media-amazon.com/images/M/MV5BMTU5NDQxNzE0Ml5BMl5BanBnXkFtZTgwNDMwODE1NzM@.jpg,lighthouse keepers remote Flannan Isles hidden trunk gold mysterious disappearance
0106400,The Beverly Hillbillies (1993),0001815 0046033 0000143 0001458 0005499 0000670 0000573 0001705 0001056 0298323,comedy family,92,us,en,1993,0790715,5.0,19287,0000756,https://m.media-amazon.com/images/M/MV5BYTE3YjcwNTYtY2IwNi00MDlhLTlhMzMtOGM1YzI5MTU5OGNkXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg,Nice guy redneck Jed Clampett rich black oil kin move Beverly Hills
2112131,Dabangg 2 (2012),0006795 3848064 0695177 0451396 0451170 1795232 3049068 2977124 0004626 4191182,action comedy crime,120,in,hi,2012,0451170,4.8,19284,0300449 0108404,https://m.media-amazon.com/images/M/MV5BNTVlZjIxMGItNzJjNS00YjMyLWE2OTMtYTJjNjQ1NzI2ZTAzXkEyXkFqcGdeQXVyNDUzOTQ5MjY@.jpg,Chulbul Pandey fresh trouble brother notorious politician former swears havoc life
0302674,Gerry (2002),0000729 0000354,adventure drama mystery,103,us ar,en,2002,0001814,6.0,19277,0166202 0062008 0264853,https://m.media-amazon.com/images/M/MV5BOTg5ZDRlZjItODNmMy00MDI0LWIwOGYtZjA1ODEyN2U1ZTkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,friendship young men hike desert water food
6752992,Happy as Lazzaro (2018),9197692 6510725 2130040 9182775 0706556 0530365 1215814 7170363 4409697 0000971,drama fantasy mystery,128,it ch fr de,it,2018,3114621,7.5,19276,0335581 0066197 0091406 0271157 0648353 0133296 0366331 0063732 0078814 0164664,https://m.media-amazon.com/images/M/MV5BOWYwOTBmOGMtZWZiNC00YjNjLWIzOTUtNGEzZWFkYTg1ZDdjXkEyXkFqcGdeQXVyMjgyNjk3MzE@.jpg,unceasingly kind Italian peasant family tobacco baroness
2039345,Grand Piano (2013),0000704 0000131 2628935 0989182 1395602 0573134 0935664 0908914 1365898 0852488,drama music mystery thriller,90,es gb us,en,2013,1079001,5.9,19276,0351221 0332559 0441969 0328226 0062576 0058512 0463211 0422409,https://m.media-amazon.com/images/M/MV5BMjEyNzkwMDMxM15BMl5BanBnXkFtZTgwOTM0MzE4MDE@.jpg,pianist stage fright performance eyes mysterious sniper wrong note
0072281,The Three Musketeers (1973),0001657 0000079 0000328 0001868 0277975 0000489 0001036 0144045 0589711 0455702,action adventure,106,us es,en,1973,0504513,7.1,19269,0618260 0065737 0063131,https://m.media-amazon.com/images/M/MV5BODQwNmI0MDctYzA5Yy00NmJkLWIxNGMtYzgyMDBjMTU0N2IyXkEyXkFqcGdeQXVyMjI4MjA5MzA@.jpg,young swordsman Paris villains romance adventure intrigue Musketeer friends
0091860,River's Edge (1986),0000417 0000206 0001746 0736263 0000454 0588679 0952365 0725042 3722375 0101005,crime drama,99,us,en,1986,0006853,6.9,19267,0056805 0073860,https://m.media-amazon.com/images/M/MV5BNzMyYzVkYjctNDliZi00Yjc0LThiODctOTc5Mzk2Njc5YzM2XkEyXkFqcGdeQXVyNTc1NTQxODI@.jpg,high school slacker shocking act proceeds friends secret friends reaction ambiguous perplexing crime
0803057,The Promotion (2008),0005405 0175621 0327779 0553440 0364110 0517472 3134431 2548671 3133793 1719580,comedy,86,us,en es,2008,0175726,5.6,19258,0019626,https://m.media-amazon.com/images/M/MV5BMTY3MDMyNDcxNl5BMl5BanBnXkFtZTcwMjM5MzM3MQ@@.jpg,assistant managers corporate grocery store vie coveted promotion
2788716,Welcome to Me (2014),1325419 0004747 0004802 0000349 0222643 0000492 3287038 0005188 0000209 0876138,comedy drama,87,us,en,2014,0686099,5.9,19257,0309252 0186190,https://m.media-amazon.com/images/M/MV5BMTA0NTAyNTYwNDheQTJeQWpwZ15BbWU4MDY2ODcyNTQx.jpg,Alice Klieg Mega-Millions lottery psychiatric meds talk show
0102789,Ricochet (1991),0000243 0001475 0001384 0001629 0905993 0870729 0262923 0226851 0025309 0182824,action crime drama thriller,102,us,en es de fr,1991,0611683,6.1,19254,0008693 0008712 0298897 0019968,https://m.media-amazon.com/images/M/MV5BYTc3YzQ1MzEtNWM0OS00MWYyLTg3OTEtZmMzYWE1MjYwMWU3XkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,District Attorney criminal years cop
1610996,Absentia (2011),3422130 1352905 1844838 1653291 2284726 1530627 0427964 1470172 0893285 0339829,drama horror mystery,87,us,en,2011,1093039,5.8,19251,0298796 0311573,https://m.media-amazon.com/images/M/MV5BMjE0MDUyODg1MF5BMl5BanBnXkFtZTcwOTgyMzA2Nw@@.jpg,woman sister begin mysterious tunnel series disappearances husband
8633464,After Yang (2021),0268199 3853652 9317294 5093708 0144232 0182662 0002004 0004286 4727415 9659097,drama sci-fi,96,us,en,2021,3226379,6.7,19249,0390816 0200307 0757808,https://m.media-amazon.com/images/M/MV5BZjkzYmFjZGItMDYwMy00YTljLWE0YWYtOWNmNzdkZDdlYmI5XkEyXkFqcGdeQXVyMTM1MTE1NDMx.jpg,near future family reckons questions love connection loss A.I helper
0211934,Baadshah (1999),0451321 0007012 0700869 0505323 0159159 0789374 0863120 0768296 0223532 0347901,action comedy crime romance thriller,175,in,hi,1999,0122216 0122217,6.8,19248,0038817,https://m.media-amazon.com/images/M/MV5BYWUxNzBhNTEtNzNmYi00NjE1LWI4ZTMtYThmZTQ4MWZjZGYwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@.jpg,small time detective CBI agent deadly mission Chief Minister assassination attempt
6763252,The Captain (2017),4056269 2356421 0748993 3206479 0248591 1727375 0675919 0405966 0246879 0912329,drama history thriller war,118,de fr pl,de,2017,0777881,7.3,19245,0070145 0238603 0054609 0489504 0056024 0185099 0716637,https://m.media-amazon.com/images/M/MV5BY2NiOGRlZDEtNDM5NS00OWQ0LTlkNzctMWZlMTkzNWJhZTNhXkEyXkFqcGdeQXVyODg5NTg2NDU@.jpg,last moments World War II young German soldier survival Nazi captain uniform officer man monstrous identity perpetrators
12783454,The Kissing Booth 3 (2021),1428821 1525807 8624059 0000208 3253943 5114966 6085680 0421252 7193305 0899746,comedy romance,112,gb us,en,2021,1479803,4.8,19239,0411907 0296470 0812565,https://m.media-amazon.com/images/M/MV5BYzE1YzViNzktZTU5Ny00ZjYzLWE0YjItZWNkNDU1MzFiOWNhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,summer Elle Evans college big decision
10060094,The Knight Before Christmas (2019),1227814 3262317 0004825 0447785 5272296 7304550 1495179 3700329 0684456 9287116,adventure comedy drama fantasy romance,92,us,en,2019,0593618,5.6,19232,0408514 0071430,https://m.media-amazon.com/images/M/MV5BYzkyZjMyOTAtYzAwZS00NWFiLTkyOWYtYzBlN2E5YTBkMGRmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,medieval English knight present-day America high school science teacher love
0045888,House of Wax (1953),0001637 0522481 0456533 0427700 0681608 0731507 0164650 0146905 0339428 0000314,horror,88,us,en,1953,0211964,7.0,19231,0132038 0002663,https://m.media-amazon.com/images/M/MV5BOWRhMTg1NjYtNDA5MS00NDJhLTgzZmQtZmY3NmRjNTExYWE3XkEyXkFqcGdeQXVyNTIzOTk5ODM@.jpg,associate burns wax museum owner vengeful murderous
0046521,I Vitelloni (1953),0409421 0814773 0264770 0872689 0271466 0749333 0110494 0170198 0738856 0895766,comedy drama,109,it fr,it,1953,0000019,7.8,19230,0286525 0052121,https://m.media-amazon.com/images/M/MV5BZDA5MjI0NWEtMTcwOS00MTI4LWE3MTMtZTc2OTcwZDgyYTFhXkEyXkFqcGdeQXVyMjgyNjk3MzE@.jpg,character study young men crucial points lives small town Italy
0910905,In the Electric Mist (2009),0000169 0000422 0765597 0005460 0531808 0532461 0000885 0304000 0898546 0375629,crime drama mystery thriller,117,fr us,en,2009,0851724,6.1,19217,0200829 0069857 0020779,https://m.media-amazon.com/images/M/MV5BMTU4MTEwMTI4MV5BMl5BanBnXkFtZTcwNDEyNzMzMg@@.jpg,detective post-Katrina New Orleans series surreal encounters troop Confederate soldiers serial killings local prostitutes lynching local businessmen
1438298,Guzaarish (2010),0004335 0706787 1617909 3169069 0019465 3913061 1833473 0438496 1601075 0187960,drama romance,126,in,hi en,2010,0080220,7.4,19214,0250049 0284387 0131238,https://m.media-amazon.com/images/M/MV5BMTMzMzIzOTQwOF5BMl5BanBnXkFtZTcwMTI2MTYxNA@@.jpg,Ethan magician accident furor petition court life
0150992,Hum Dil De Chuke Sanam (1999),0706787 0006795 0222426 0782247 0324845 0419741 0710601 0894348 1199163 0619684,comedy drama musical romance,188,in hu,hi,1999,0080220,7.4,19212,0001137,https://m.media-amazon.com/images/M/MV5BMmZmZDAzZWEtYmNkNC00NWVhLWJkOGMtZTA0NjUwZGUxYjc3XkEyXkFqcGdeQXVyMzYxOTQ3MDg@.jpg,Nandini Sameer man love Vanraj man promises love
15339456,Marcel the Shell with Shoes On (2021),2809577 3255797 0000618 4726706 2564338 0656895 1656567 1198452 1161563 0821478,animation comedy drama family fantasy,90,us,en,2021,3255797,7.7,19207,0200307 0918632 0918633 0946009 0062275 0283816,https://m.media-amazon.com/images/M/MV5BODgzZGEwZGQtZjA2Mi00OTI5LWIwZmYtZDQ4OTMxODE0YmU4XkEyXkFqcGdeQXVyOTQ5MDIyNDM@.jpg,Feature adaptation short film mollusk Marcel
1807950,Love Likes Coincidences (2011),0348347 14190201 1920131 0259472 1121807 0845578 1727134 4246878 2067827 4249154,drama romance,118,tr,tr fr,2011,0814716,7.2,19204,0324450 0323150,https://m.media-amazon.com/images/M/MV5BMjAwMjMyMzQzMV5BMl5BanBnXkFtZTcwNDE4MTc1NQ@@.jpg,Year September morning Ankara Yilmaz pregnant wife Neriman hospital Omer car accident Omer pregnant wife Inci back seat pre-term labor babies day first time
8707922,Can You Keep a Secret? (2019),1275259 0388382 4576371 6027977 3234693 3214019 9310999 1209545 4733752 9001021,comedy romance,94,us,en,2019,1435237,5.3,19202,0303915 0203259,https://m.media-amazon.com/images/M/MV5BMGYxNjQ0MDItODllNS00MTY2LTg2ZGItMzQ0YWNhMjVmNTFjXkEyXkFqcGdeQXVyNDM2NTg0OTQ@.jpg,Emma secrets stranger plane least stranger Jack company young CEO humiliating detail blockbuster NYT bestseller
11656172,Hard Kill (2020),0582462 0000246 2742160 4921550 1564024 9200468 2394568 8251893 1645528 6015495,action thriller,98,us,en,2020,1760759,3.0,19194,0017712 0474730 0341688 0925192 0619986 0274103 0735561,https://m.media-amazon.com/images/M/MV5BMmFhM2U0N2YtZDA3NS00MDcxLThlZTMtNTEwMGNiZWExNmJlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,work billionaire tech CEO Donovan Chalmers Willis valuable mercenaries terrorist group daughter
1291652,Easy Money (2010),1172478 0655782 2800616 3523426 3776071 3775560 3763694 0191318 1482895 3269544,action crime drama thriller,124,se de dk fr,sv sr es en de,2010,1174251,6.7,19191,0034533 0001935 0137854 0079546 0646366 0139767 0010270 0174795 0048118 0056024,https://m.media-amazon.com/images/M/MV5BNTU1NjY0MjM0NF5BMl5BanBnXkFtZTcwMTE4NjMxMw@@.jpg,JW drug runner order double life fate becomes men Jorge fugitive run Serbian mafia police mafia enforcer Mrado hunt Jorge
1656192,Special Forces (2011),1208167 0005023 0536095 1616970 0675521 0276567 4091690 0623854 0214641 0001409,action drama war,109,fr,fr en,2011,1360702,6.3,19190,0304607 0047476 0028557 0093477 0322455 0320585 0340824,https://m.media-amazon.com/images/M/MV5BMTY4NTA5NjA1Ml5BMl5BanBnXkFtZTcwMDM3NDA1OA@@.jpg,French journalist Afghanistan Taliban
